final_text,sentiment
nice ok okread,0
full day battery comfortable gameplay like pubg wireless delay sound bt wiith wired no sound delay pro pubg player opinion best pubg wired,0
trust im using since absolutely,0
min use star pain earbluetooth connectivity time beep sound continuously hear ear sound goodread,0
superb bass excellent music quality painful outer ear long time quality leathersynthetic material used around hood not great good bluetooth also useful,0
price okread,1
good qualitysuper batteryread,0
good quality sound amazing bass good noise problem plastic band got broken month usage band made metal instead,1
tried intex jogger level others however quality satisfaction got model cant explain simply superb clarity sound rich bass value money get start loving first,0
good not satisfiedread,1
ok detailed review month usage pro build quality good easily adjustable good sound quality using cable battery awesome con inbuilt mic useless literally useless bad quality sometimes using wireless mode make tight month overall good quality product dont think always make noise bluetooth happens time purchase without doubt read,0
boat one best head phone also superb beer try back best hour play back timei love diwali pe le sakate horead,0
awesome product easy use great design build good bass best indian,0
amazing reading review advice always hey u waiting buy amazing bass sound quality stylish design much satisfied thanks boat making stylish headphone loved itread,0
good quality excellent bassread,0
working well couldnt use always sometime paining cant hear song long hoursread,0
good sound,0
not expect really good bass sound awesome headphone read,0
product good quality good base good backup not good issue bottomread,1
amazing totally worth every pennyread,0
not good compare jblread,1
wow nice productread,0
willl defect monthsread,1
battery not charging bad sound,1
product workingread,1
read review saying ear hurt not believe using got know actually hurt bluetooth range short thing,1
product awesomevery nice bassread,0
nice product reallyread,0
nice niceread,0
awesome cut outside noice easy connect worth money happy buy product thanks flipkartread,0
price headphone fluctuating based search demand headphone available different price different seller headphone light doesnt feel heavy head n ear sound bass quality good connects bluetooth iphone instantly microphone work pretty well quality power onoff volume updown could improved doesnt come good quality listening music headphone,0
yoread,0
work good using youtube make itchy loud noise suddenly eardrum got displaced headphoneread,1
one best modelread,0
initially good issue soundread,0
sound quality tends disrupt audio time overall provides decent qualitybass best build headmounts not rotate completely make difficult carry neck thing sturdy feel great backup decent provides hour music playing hour,0
nice love headphone gf happy productsread,0
bad stopped working day throw lot noise bad,1
bluetooth not working,1
one best headset sound quality really best cant play pubg without aux cable feature battery backup also good not flexible like boat rockerrz keep touch bodyread,0
dont buy product worst product ever seenread,1
best buy pricei got reading review totally bluetooth headfoneu compare jbl vocalsgreat basspretty high volume levelsconslittle bit uncomfortable meat full volume little bit irritable know head pain full volume best headfone think twice buy,0
sound quality good bass ok good battery problem mic not good sound call bluetooth otherwise perfect review face single problemread,0
nice product one go perfect sound good bass battery back also goodread,0
best headphone flipkartread,0
pathetic,1
superb product sound quality good boat rocksread,0
ear cushion need improved need smoothen ear cushionsread,1
thanks flipkart product one great headphone ever used mind blowing sound im fully satisfied sound also good bass best headphone read,0
best product ever ordered boatread,0
sound bass good term functionality none example simply dont pair one device explanation let say boat rockerz paired two device bluetooth try connect cannot disconnect via headphone device paired turn bluetooth connect desired one double tapping playpause button,1
best headphone pricefully satisfiedread,0
sound quality excellent batterie back excellent design excellent bluetooth connectivity meter poorbass excellentread,0
ear cuff hard uneasy hear long timeread,1
headphone nice good sound thanks flipkartread,0
great bluetooth good aux cable light weight wore hour ear start little itching hurting get better time totally worth bought,0
sound quality awesome read,0
everything search good headphone sound really good melodious bass good fitting hurt start day adjusts automatically dont know worth money not believe charge fast run long also provides great,0
itz gud amazing sound quality awwsm liki vry much read,0
beatread,0
headset amazing sound quality good thanks boat flipkartread,0
amazing product amazing sound quality great bassboombam build quality good service flipkartread,0
fine one need improvement ear build qualityoverall nyc productread,1
best go itread,0
bought product using month work beautifully no glitch powerful bassextremely comfortable ear muff bluetooth connectivity good one looking wireless headphone one flaw mike function not good must recommend headphone best buy box contains aux wire usb,0
waste product stopped working monthread,1
sound quality bass quality good build quality battery backup not good nood bad almost goodread,0
nice head phone sound quality good battery back also fine go con found ear bud small continuous use may lead pain quality also strong nice proud not china product made india productboycotchinaread,0
broken monthread,1
nice product battery backup goodread,0
everything good not comfortable ear start paining even minutesread,1
awesome not appreciated designread,0
quite satisfied product facing two problem one much pain ear min nd little bit sound difference left one otherwise good product not calling purpose ill give starread,0
love boat headphone product mic sound low person call barely hear call cannot connect headphonesread,1
goood til nowread,0
good listening song dont buy zoom online meeting irritating noise even didnt got replacement return not,1
product good build quality material not good break whenever use roughlyread,0
cause pain,1
good design u put long ear pain happens dont know maybe find comfortable overall nice productread,0
headfone beautiful sound quality osm bass powerful nice product thanks flipcard delivering ao quickly salute flipcard staff love flipcard read,0
connectivity issue charging problemsread,1
sound quality excellent try buy shell periodread,0
amazing bt design old change something new overall product amazingread,0
super sound best headphone superior bass fantastic productread,0
purchase headphone august since one year ago work osm value money loved,0
best class great bass effect love great headphone thank u flipkaryread,0
amezing value moneyread,0
sound clarity good bass super extrdinary build quality nice super product like itread,0
extraordinary bass superbread,0
seriously mind blowing purchase blindely buy headphone without hesitation give music bass calling sound quality believe dont worry not give defect product flipkart best midrange headphone thanks flipkartread,0
sound quality bass really good price bit high got r would best product range hurt ear little listening day get used watched movie back ear fine got used battery back really awesome use like hour full,0
high rate purchasing decreased not product no return policyread,1
overall good quility worth money issue faced using itsome time sound mute automatically song playing deviceso quick play pause help get back soundit give time annoying sound poco f mobileread,1
sound quality good connectivity better not good range within feel tight work away around,0
sound quality perfect even wear half thing everyone hear song even low,1
value moneyread,0
battery work minread,1
wow super product sound,0
best one never used game play purpose used yesturday use game play online heat set sooo good best oneread,0
great sound awsmi like cool designread,0
thing box perfect except small problem aux cableread,0
good product bluetooth sound not good im giving basssound qualitydesign bultbattery backupread,0
awesome product rangeread,0
good head phone better sound quality built design simple comfortable use feel provided separate button volume nextprevious make multifunction button separate button overall good use daily day use good door adjustable design also,0
nice product sound quality sooo good battery backup also nice not good overall nice productread,0
best hardworkers specify student lead cool buy product affordable,0
product color awsmread,0
best wireless headphone k sound quality good handy easily carry headphoneread,0
excellent product price featured packed headphone great bass treble quit decent bassclear trebleseasy battery backupled recommended longer use cause becomes uncomfortable personal experience maybe not,0
honest review rough month bluetooth work well videosmusicsoundgood bass sound quality range good enoughbattery spectacular awesome battery backupaux cable provided useful battery finished dont time recharge super duper awesome lookscool sturdy dynamic length fitting controlling mechanism overall sturdy build quality good sound even volume feel,1
sound quality awesome bass vry,1
poor quality u cant talk headset voice doesnt come,1
volume not working comfortable long response bad not,1
super sound excellent clarity term bass price range nothing better,0
play music clicking sound every time disturbs lot bluetooth range not good start disconnecting feets not good sound quality,1
awesome love gonna prefer boat forever service flipkartread,0
reason im giving one star rating cause heavy pain earssome people might get headache longtime usageim using online classesim not advising anyone buy,1
best product reasonable price value money durable well loved thank,0
using month bass like noise cancellation sound sometimes right one make trouble connecting due wireprovided no occurs connecting overall nice stylish headset experience music ignoring worldread,1
bad quality read,1
awesome sound clarity bass painful wear spec ear start pain long use snug fit battery backup great connectivity quality not noice voice pickup,0
not properly fit head always moving ear pain ear using hourread,1
awesome sound happy quality goodread,0
receiving unwanted sound useread,1
verry good productread,0
sound awesome look,0
amazing sounread,0
use day product not working no service center contact detail,1
everything fine except tight ear hurt wearing minsread,0
worst product not recommendable unnecessary noise come irritate lotread,1
best headphone regular use used till date point know buy strap get lossen pretty soon bluetooth good range not good problem not big recommend product every oneread,0
started headacheread,1
head phone size small uncompartableread,1
call quality not goodread,1
sound quality bass comfort battery backup buy love bass quite good sound quality best get price got r audio output good easy use easy connect not heavy bit uncomfortable long,0
love headphone battery backup bass litrally deep low bass note perfectly without clear sound read,0
not good red mi earphone moderate base good cancellation working,1
quality,0
mic creates problem person fails hear sometimeread,1
nice not good pubg good battery life sound good not bassread,0
tight head ear bcoz cushion made pure leather fit longer usage starting tine tightsound good nd bass also better used boat basshead v earphone buying product boat good nd also hear boat nirvana uno earphoneread,0
good expected got greatread,0
worst product ever received problem bluetooth connectivity sound quality badread,1
worst product boat read,1
product good worth money bass excellent efficient light weight sleek design good range connectivity lil dissaponitment tat ear cushion not tat,0
amazing sound quality best headphonesread,0
no return policy sound come headphone not goodread,1
nice product love itread,0
headphone great quality build wise one need hit nirvana traveling somehow option using headphone wire not pleasant listening experience bt used bt making call people often complained not able listen saying microphone isnt good,0
experience headphone exilent good baa clear hd sound go itread,0
super nice bass sound qualityread,0
little tightread,0
come ear pain hearing songsread,1
bestmust buyread,0
perfect sound love sound feel not suitable hour wearing single,0
buleutefullread,0
mic quality not good person not using calling purpose wont suggest primary us voice call,1
luckily purchased product week using review good easily bluetooth,0
nice good quality read,0
product nice go,0
product description page say bluetooth v actually v mean poor connectivity rangeyou adjust equalizer setting phone allows get good sound else hear bass vocal oth,1
plus compact easy pair use mic work seamlessly music sound extra get call first ring like full volume sort give jerk control volume song change not used,0
product got ia not working properlyleft side headphone help itread,0
good product bass super batter good finally good productread,0
last month built quality not goodread,1
great headphone light weight foldable excellent bass got deal totally satisfied,0
hot sexy sound well loved product battery backup noise cancellation fabulous cant hear sound,0
sound quality good however build quality not good people might heavy wear long timeread,1
clear hd audio without distraction excellent sound bass awesome theatre like experience highly recommended product bought best,0
ordered month one side speaker not working,1
good sound good bassread,0
not comfortable ear painfulread,1
uncomfortable tight,1
wonderful headset boat rockerz extra bass good clarity different type fusion sound editing song dd awesome mindblowing worth buy product dont miss,0
got rockerz today listened hour sound smooth low mids high balanced design cool light weight good battery backup bluetooth connection good well best thing headphone aux cable battery drain used wired headset well little tight ear manageable thank u flipkart quick delivery great deal price range,0
amazing sound,0
product good quality also great problem comfortness padding not great u cant wear long timeread,0
range not good max range meterread,1
osamread,0
awsm sound good mic must buyread,0
think anyone want buy price range best productbest sound quality price range bass really good say value money could better charging cable doesnt plug properly also no problem sound bass crystal clear sound expect boat cant expect quality plastic portable easy,0
excellent sound quality along confortable wearingread,0
sound quality amazing fantastic lookbut not comfortable ear size little largebcauz ear pretty large pressurise ear lot cant use,1
bought boat rockerz october th sound quality nice ba effect superb nut suck come mic calling qualityplz look onto matter replace defective piece invoice well expecting positive,1
never use much set love itgood quality good sound quality product value moneyread,0
quick safe deliveryread,0
nice product also comfortable earsread,0
awsome product purchased year still no product comparison price range must buy bass,0
osm headset value money go itread,0
ear pain elastic part tightread,1
really gud also,0
uncomfortable cant wear half hour no environmental noise cancellation call receiver cant listen voice,1
headband broke yearread,1
classy product easy connect buy read,0
except mic everything good use mostly call playing game speak louder person hear,0
totally niceread,0
nice sound quality give super bass give design quality give excellent super battery give around hour song hearing battery cancellation mark average calling quality average quality give working cable data cable included working better,0
classy bought cool moneyread,0
build quality not good per expectation sound quality good using boat headset think far better bass good not best overall would give,1
awesome sound quality no lag soundread,1
not comfortableread,1
everything fine mic not much good person cannot hear making call using,1
product goodi loved bassbut blue one not comfortable better choice select black red oneread,0
awesomely smooth true soundread,0
badd productread,1
good nice battery backupread,0
nice headphone heavy bass sound clear battery backup,0
suburb amazing product loved suggest buy boat headphone flipkart nice seller fast delivery ekartread,0
material sturdy quality material good unfortunately not keep ear minute grip tight throw away due unbearable pain ear think twice buying sound clear mic work oki stopped using month,1
good sound quality via bad quality via aux,0
get headphone price got cashback paying phonepe hence effective price im using headphone month initially not comfortable ear wearing hr ear always get started feeling normal u feel comfortable ur wearing continuously come battery backup specified hr listening song prof right u use wearing u not,0
awesome headfone best price everread,0
sound quality better build quality headphone used min painful,1
bad not buy flipkart wiiread,1
awesome bass vocal design coolread,0
superb worth money sound quality awesomeread,0
amazing sound especially bass really good u feel vibration playing hd sound superb microphone also work fine seems u r talking big hall back awesome fit hour full charge really good price,0
extreme sound qualityif use bass qulaity beastread,0
sound quality awesome deep bass like,0
good quality wrting review month using,0
buy product low budget price perfectread,0
superb bass like cinema theatre feature available headset good choice bass lover use without wire via,0
base design betterread,0
sound quality tooo good battery backup owsm best,0
superb producti love itread,0
quality good range not goodread,0
amazing product must buy itread,0
really amazing love tysm boat rockerz awesome product sound quality good bass phir v liked must buyread,0
cheep qualityread,1
sound quality bass awesome quite weakread,1
best product heartlyread,0
not comfortable expected may going product good,1
call nose receiver worst product boat whenever receive call either switch back earphone speaker listening resound not suggesting one importance always given call rightread,1
osm purchase love read,0
really bass strong battery back amazing easy use really good product sound good bass awesomeread,0
product really goodread,1
everything superb sond quality bass extreme range not much needed shown range not still one best headphone hav,0
awesome product clearly bass nd,0
bluetooth connection not working sometimes not good bluetooth connection dont buy product read,1
really awesome productread,0
every bad quality dont bye tho product bigest mistek buy productread,1
osm rangeread,0
excellent sound quality bass gud bt hard fit,0
pain ear wear spects not recommended bit small size rest goodread,1
want listen good call sound quality poor person u r talking not able hear youread,1
wow amazing productread,0
worst experience getting neck pain option return product also help,1
nice headphoneread,0
amazing soundosm baseperfect buy edit wearing broke not recommended big served around month thts okread,0
bad bluetooth u cant play game via talking bluetooth u need use aux also get damaged soon made,1
cannot use call becz no voice cancellation cant use game like pubg lag listing music video basic blutooth headsetread,1
sound quality good bass superb battery life not good three month couldnt start think buy suggest u buy little boat earbuds boat neckband really good compared last thanks flipkart taking reviewread,1
good listen dont buy calling purpose not working even calling,1
every thing good not comfortable long timeread,0
thing problem calling mic capturing low sound call person not hearing,0
every thing good parches next manth offer,1
happy productmoney worth itreally like itsound quality awesomeread,0
enjoyable product flipkart ever good speaker must buy good sound quality superrrrrrrrrr bass worth every duper cool,0
okay first review flipkart thats cant ignore quality product got unbelievable price flipkarts sale phonepes cash back offer literally best deal ever got sound amazing built could better used motog basic earphone obviously comfortable bluetooth connectivity fast minute distortion happen look decent,0
awesome n good sound qualityread,0
sound quality not goodi received speaker low accept degin good battery backup want low volume sound lover must buy nice slow song gym class aur exercise volume,1
aux cable not workingread,1
good feeling blown away,0
good experience price segmentread,1
flipkart took nearly day deliver entirely defeat purpose many small e commerce portal delivering day coming quality headphone audio quality average not good talk phone lot disturbance read,1
mujhe bahut bekar laga dont like sound quality sound quality irritating annoyingsound beech gayab ho jata h blootootth version old h overall dont likeread,1
cant wear min tight ear get start paining sometimes connectivity get lost even le meter qulity not great go byte corceca one best,1
sound clarity bass average loved irritating thing not comfortable hold earpiece like hell not recommended gaming even though im hard gamer cannot used min hardly aux perfectly fine no issue bluetooth connectivity also irritating point using bt produce awkward sound pauseplaypauseplay video first thought,1
nice headphone boatread,0
product good get le not worth battery good start till time progress require frequent charging money dont buy bit le money parent go somehow fit,1
wow loved battery backup look quite cooli bought online class much stasfied youre looking best product cheap rate go grab oneread,0
wrost build quality headsetread,1
item good love itread,0
factor headphone lose comfort tend hurt long use worth every penny pay sound quality excellent bass excellent inbuilt mic not good also bluetooth connectivity walking tends break planning buy headphone music definitely go,0
one best product ever used really want say must buy enjoy everyone beautiful product ever used headphone not compared product one thing want say loved,0
awesome product best budget fitting must upgrade delivery lateread,0
pro superb bass clear soothing sound best preferred rangecons couldnt find rangeread,0
ear paining lot wearing minsread,1
good product sound bass awesomeread,0
left side speaker not working getting crack sound k month really not worthyread,1
awesome sound bad micread,0
best heapdphone crystle clear sound deep bass priceread,0
quality not,1
mass bassread,0
osm got wat expected nt able attend incoming callsread,0
really awsm product use last week really cool product look also sexy fast delivery flipkart read,0
amazing battery backup not amazingread,0
not much comfortableread,1
price high product badread,1
go good one best price offer read,0
sound quality pretty good built quality pathetic wont even last one year plastic break not covered,0
month im using headphone personally im boat speaker headphone lover im already speaker headphone family headphone really not upto level first time im hearing audio didnt like audio quality ok bass overwhelming bcoz high volume music get distorted build quality ok wont fit everyone fit ok family member not fitting well feeling,1
good quality budget headphone read,1
not good uncomfortable sound quality averageread,1
review arent,0
reaaly like itread,0
nice happy boat awesome love itread,0
not comfortable dont buy read,1
osm read,0
mic terrible good no mic also g lot noiseread,1
base batteryread,1
product best price productread,0
one year not connect bluetooth mobile electronicread,1
headset look good sound quality also good rangebut within next minute wearing hurt earsin first use frustrated spending time using boat found perfect way wear good headphonejust learn perfect way adjust,0
mm pin not good quality connect wire headset mobile diaturbance audio first time connected bluetooth mobile break voice second third time onwards good otherwise thought return product purchased no headset issue range le hardly foot,1
writing week usage built good light weight easy carry listening music nearly hr continuously no sweat discomfort fit perfectly let talk abu sound cant say wowwww sound effect pretty decent song bass also moderate overall decent product freedom saleread,0
best product good price sound nice bass good read,0
awesoomeread,0
product good online delivery bad late slow delivery boy dene nhi aata h lene jana padta hread,1
fabu not get better deal price range except boat rockerz read,0
superb base quality color design also good easy use light weightread,0
bass not good quality also average real review not buy,1
use wow experience read,0
got doesnt look like must look like low quality materialread,1
woooooow sound bass lajabaabread,0
awesome superb bass read,0
not much good per expected viewing rating comment calling bad not audible easily point bass ok tighteness much overall better buy headphone not satisfied,1
headphone working fine till month aux cable stopped working not able use wired suggest buy headphone reputed brand rather boatread,1
bought product one side not working within monthi gave ot replacement taking,1
amazing productgot boat rockerz red effected price flipkart big billion day sale thanks flipkart product pretty good prosdesign good use wire wirelesssound quality goodbattery backup goodconsmicrophone not working properlynot suitable long time usagethis best headset price rangeread,0
using since monthsprossound quality amazing awesome listen music movie connectivity bluetooth fit around ear like joggingbattery backup gudgood receive cals sound not clear person still not audible work fine tight fitting around,0
good product prize work fine bass also goodread,0
design rigid compact using hour gave ear acheread,1
bluetooth connection lost show available device connecting headphone shuts offread,1
best product guyz seller thank ucorsecaread,0
great product bluetooth connectivity goodread,0
good product work fine black red version doesnt look much good green white awesome bluetooth version old got detected product thanks flipkart replacement flipkart service really,1
good usingread,1
awesome feature high volume soundread,0
loved would recommend itread,0
sound quality lowread,1
overall fine using time ear hurtsread,1
good sound battery,0
hr listening give ear pain goodiam buying blueread,1
ear comfortability not good pain started time ear improve ear material foam qualityread,0
benefit buying product get good sound get say worth product price dont late buy right product never disappoint,0
product good size small lil disappointed micread,0
op headphone free fireread,0
loved sound excellent mic low quality noise cancellation not work background noise high instead voice listen side want listening music watching video wireless bluetooth wired aux cable must,1
good looking headphone amazing sound quality imsane bass outstanding battery backup great connectivity good passive noise cancellation little bit tight bought day got adjusted comfort amazing product buy price range got highly recommended boat rockerz,0
hurting ear disappointedread,1
awsm soundop level bassu cant believe soundread,0
nic product boat bass amazing sound best nd battery backup awesomeread,1
issue not resolved problem mic not working properlyread,1
product wowread,0
used last whole month not happy headset big problem hurt wearing min ear start sweating clamping force case sound also not bass excessive mids vocal not clear trashthe build quality top notch price range nothing touch bluetooth connectivity also,1
firstly give best sound quality see good sound quality bluetooth headphone market best option build nd designing also good read,0
month one side headphone stop working not buy thisread,1
everything goodbut not use hour start paining ear tight earsread,0
super product value moneyread,0
nice product listing musicread,0
sound quality great also compact size make easy usage travelling loved itread,0
aux cable not good headphone awesomeread,0
amazing bass headsetmust buyread,0
headphone high sound quality good bass give best hd quality sound headphone comfortable point view not good minute ear start,0
nice productgood sound qualityread,0
nice sound build not good ear start paining listening,0
average product made chinaread,1
nice one read,0
want extra baa n sound good themread,1
beautifulread,0
bass delivery facility not goodread,0
boat best almost battery power bestread,0
good nice product read,0
using last one year im satisfied product base awesome carry anywhere want easilya good product flipkart big,0
best headpone price range quality good bt outerlayer plastic lil bit soft use softly ovrall headfon good bt not comfortableread,0
review got friend superbly amazing n coz ordered product medistorted sound n not even sound noise noiseone problem face moment unplug charger automatically got offread,1
worst product dont buy plssssread,1
month bluetooth battery not chargingread,1
interferes wifi basically mobile connected wifi also headphone via bluetooth might not get proper wifi speed use similar microwave frequency get slow internet speed want watch youtube video using wifi might buffer higher resolutionsound wise good doesnt much noise cancellation good battery backupread,1
useful productread,0
used beat sennheiser beyerdynamic bose sony panasonic headphone never hear kind music quality headphone feel relaxed exited got headphone day back trust whenever got time connect bluetooth device start listing music huge pack happiness awesomeness thanks boat awesome,0
excellent read,0
good product powerful bass dual connectivity problem cannot wear long time,0
headphone really tight around ear little uncomfortable use certain time besides issue nothing wrong,0
nice product n comfortableread,0
vera lvl bassrockinglike theatre feel best gamers including headphone jack goodread,0
using boat rockerz headset since daysi think best value money product sound quality top notch bass think no headset offer bass like boat believe wont regret built qualityits pretty much goodeyer cub soft enoughbut problem face pain first time wear minutesbut think wont issue get used connectivity bluetooth connectivity super good distance,0
dont buy battery back excellentlook excellentsound quality excellentmicrophone average extensive ear pain got serious injury ear due cant wear hrread,1
started breaking plastic cheap qualityread,1
good go,0
great product really nice sound bass could comfortable material used instead,0
ive using since month build quality sound quality good best plus point come aux cable connect device even there no problem ive facing sound break go one room,0
mic quality lowread,0
not working property mic poorread,1
one bass supperread,1
sound good design not good compress headread,0
bad experience bluetooth not working month thought boat would maintain,1
range low hard weight highread,1
break middleread,1
right side suddenly stop sound badread,1
sound quality good surrounding people listen u listening battery backup good no sd card slotno fm radio etc pain hour earpain hour useread,1
look great use runningread,0
probably noticed many nom people bought ut rated tell something no doesnt matter cause purchased one n ear headphone ill definitely not suggest buy please outdated product doesnt give comfort like important part headphone sound good want hear music loud listen better medium n low volume headache high,0
awesome headphone sound quality overall betterread,0
worst head phone got wireless month faileddont buy itnever buy company cheap brandread,1
fabulous productread,0
really awesome experience suggest everyone must buy thanks flipkart thanks,0
awesome product price super extra bass nice product boat rockerz ultra super extra bass read,0
recommendable product without doubt go one,0
awesome experience using low voice audible using mic headset good using arround month no issue,0
using day ready say something boat rckrs design sound qualitybass battery backup super condition use full day charge one half hour product able give full day battery life performance btry going low thn dont take tnsn able use aux cable short product best amount go,0
must outstanding product read,0
quality not good month battery problem started not getting chargedread,1
best product best pricei using product month plan write amazing purchase awesome sound quality design true wireless battery backup best ever jhakaas suppose unable charge battery aux cable use sure must say amazing purchase thank much flipkartread,0
budget sbse superb headphone star bcoz full sound poora bahar aa jata h bt pubg k liye best sound lagread,1
product excellent package product not mark packaging loose not even sticker properly,1
not comfortable feel sound quality poorplease dont wear gaming purposeread,1
best base perfect soundread,0
boatu r great sound much happy good flipkart early,0
good headphone rsread,0
damn good headphone lover go brosis much loud speaker obviouslymm driver even high volume doesnt affect damn good quality sound battery performance also mentionedmaybe not definitely get least hour max volumecall experience good enoughyes sometimes connectivity get affected somehowbut day experienced thrice point view product ill,0
good day return policy realise not good one day loose hope not good much,1
mst hai bos good bass sound quality bluetooth battery backup also good decent look first choice higher bass sound loverbut not gd pubg playersread,0
happyread,0
good product week one side headphone speaker not worked thanks flipkart refunded need replacement good productread,1
edited old review writing ten month use not feel tight ear becomes smooth fit ear used place anything like sub woofer box tin make loose le tight said earlier review good bass output sound clarity awesome battery backup come minimum week moderate use talk built quality boat product never compromise built quality till,0
worst thing build quality bad ear cup tight use upto min holding ear tight adjust ear side sweatingread,1
good sound quality boosted bluetooth connectivity not good biking best headphone priceread,0
important note ear start pain using minute problem headphone ear start paining minute compact grip ear hard ear would start paining minute ear would start pain cz grip tooo hard,1
read review claim get cheap got read,0
bought year ago trust mei heard headphone boat really reliablei mean gave amazing perfect like perfect basse treble melodyi using one year still like new onei suggest buy itat least worth ur tryread,0
good exprienceread,0
classy productamazing audio product boat superb bass crystal clear sound awesome battery great deal price read,0
good looking clear sound powerful basssuperb read,0
nice headphone battery back good overall nice,0
nice genuine product high quality clear sound recommended music bass awesome like home theatreread,0
average proper word describing productread,0
good sound quality not comfortable u irratate using hour read,0
ya pretty good buy product without,0
best headphone price superb soundread,0
headset not chargingread,1
buy child liked also good playing royal battle game also liked,0
accurate headphone nice sound bass quality wont regret butthe cushion ear headphone irritating cause full bass volume several hour continuous usage may give overall awesome quality headphone compared headphone glad bought itboat nice company want buy go,0
amazimg product worth priceread,0
totally suggest buy product value money quality id awesome really string sound get quite con comforti mean comfortable wear long take play pubg bullet sound like drum beat think much bass isi totally love perfectly suit requirement read,0
sound quality bad specially calling quality badread,1
awsm productread,0
overall good product sound bass designed good tight ear paining use one,0
sound quality not clear bass low ear cup quality not goodread,1
best want headphone using month affordable best established brand giving reliable service pricesound quality clear fairly good one get used bass loudness unlike great expensive headphone make difference neverthelessbuild strong not sweatproof fully padded comfort well whatever capable ofdesign not best flexible dynamicaccessories,1
myke verry weekread,1
weak outside bodyread,1
amazing sound build quality bass expectation attractive thanks mm jack aux adjustable perfect fit member small family slightly heavycan ignored overall value like dedicated product,0
no issue sound quality build ok little tight ear not habitual use headphone could problemi issue headset mike work poor wired connection much side not able understand single sentence would need replace headphone not charge use wired connection time persistent buzz sound bluetooth not work meter charging cable short,1
really like itread,0
brilliant headphone no ear paining happy headphone price awasomeread,0
superb product love butwhenever using long time felt little bit pain ear due tightread,0
noise cancellation head set nil dont recommend calling purpose used licensing song watching video,0
headphone not work properly hour purchasing please dont productsread,1
nice sound qualityread,0
class productread,0
awesome product fully satisfied product love base awesome read,0
product good price segment good battery backup price range good,0
mic not workingi lost money buying,1
nice head phone sound quality great buy,0
wonderful product,0
good product got awsm deal love flipkart thkuuread,0
best headphone budgetfulread,0
product delivered fine genuine boat product cant wear continuously half hour experienced great pain ear listening nearly minute apart sound quality average little bit louder sennheiser hd le crispier overall would not recommended,1
awesome product make comfortableread,0
good experience first experience try liferead,0
best sound quality bassand light weight structureread,0
unwanted noiseread,0
best headphone ever used lightweight nice build quality superb bass loud time best part noise cancelling feature icing cake love product muchread,0
pretty good looking function goodsound awesome clear toneread,0
best product rockz n beautiful rate best,1
good quality product flexible easy use even good battery backup must,0
birthday gift younger brother loved much nicely comfortable play pubgread,0
super sound like itread,0
good product think replace cusions soooo much irritaing earsread,1
headphone better choice budget sound quality awesome battery backup perfect approx hour build quality average one word better,0
great product sound get buffered stop sometimes playing bluetooth aux cable work fine read,0
quality better kread,1
sound quality headphone tight bring pain lag playing sometimes seeing tooo high,1
handy comfortable got gd deal flipkart offer pricefirst time using wireless headset working,0
bad worked well beggining one side headphone work rarely extrememly bad qualityread,1
awesome love boat product one simply superb sound build quality battery backup super cost high cost compare zebronics also better read,0
good bass qualityread,0
calling experience music listening noise cancellation not recommended want use headset callingread,1
awesome bass awesome sound awesome battery everthing awesome dont spend money buy expensive headphone like sony jbl try one bet feel happy buy boat headphone thnxx boat company provide heaphones range thnxxx bought headphone rupee phone pe,0
supper niceread,0
amazing delivery flipkart simply superb product loved clear sound clarity nice bass worthable price read,0
nice product good sound effect backup amazing worthread,0
suprebamezingread,0
good headphone comfort factor really good advantage used wireless wired overall great value,0
product amazing according price best product sound quality really good bass good battery backup also good best productread,0
bluetooth range not good metre range workingwhile company say metresread,1
battery played hrsread,0
awesome manread,0
mic quality poorread,1
worst product ever suggest dont buy itread,1
comfort level bass sound quality badread,1
cant wear,1
better sound quality battery backup quality good feeling good listen bass type song amazing experience love itread,0
good headphone home useread,0
not good not taking,1
valuable price rsread,0
good product tightness frame hurt earread,0
dont buy weak broke wearing,1
awesome head phone value,0
everything okay product except buid qualityread,0
sound quality good light weight easy carry anywhere battery backup also goodread,0
gd qualityread,0
god sound qualityread,1
usually review week stday using awesome nd quality mind blowing not sure missed best headphone far bought worthy one pakka head settuuuread,0
getting pain min usage not ready refund product due policy dont go productread,1
performance quite well expectedread,0
average,1
nice sound good productread,0
bass powerfulread,0
good qulityread,1
good sound good bass nice lookingread,0
pro good product good sound quality con not comfortable earshead head band tight keep stretched condition multiple time hour loosen bit rockerz far better,1
good product good quality loved thanks flipkart sevicesread,0
nice model buy company boat nice productread,0
awesome yarread,0
every time pair device not good,1
love read,0
fantasticread,0
good product music lover use audio cable listen music sound come low level not good use bluetooth connection listen music good suuuuuuuper soundread,0
price range product good sound quality also goodread,0
good quality product affordable,0
beautiful look great sound great bass feel discomfort sometime thats okay price quality really amazing output must buy product boat rocker rockread,0
headphone good price range go sound quality excellent provides great bass build quality excellent battery backup greatgo itread,0
nice exelant model rockerz super sound super bos well packing totaly superthank flipkart,0
sometime wearing start paining cushion not soft flip kart always,1
osm quality read,0
bad product use month properly month mic gonna death sound clarity noise included u want product month u gonna buying im not happy productread,1
best headphone price range purchase first time headphone awesome also better gaming battery backup good believe,0
giving star not satisfied comfort wear ot min ear feel hell pain want comfort dont go sound quality amazingread,1
vry nice product though sound clearence bass not sooo good bt loudness mascular price best,0
goof sound qualityread,0
blue tooth not working,1
nice product happy read,0
good bass also good wonderful awesome headphone love thatread,0
nicrread,0
